,title,href,company,description,salary
88,Специалист тендерного отдела,https://spb.hh.ru/vacancy/54577372?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,"Торус, Группа компаний","Мониторинг закупок с использованием аналитических программ. Формирование статистических данных с использованием программ по группам: номенклатура, Заказчики, потенциальные поставщики, оценка рисков...Высшее образование (приветствуется). Наличие разностороннего опыта в части 44/223 ФЗ, коммерческих тендеров от 2-х лет. Знание Законодательной базы...",от 70 000 руб.
89,Инженер-химик,https://spb.hh.ru/vacancy/54386197?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Эко-Экспресс-Сервис,Также для сотрудников испытательной лаборатории ежедневно сервируется обед в ресторане. - проведение количественного химического анализа объектов окружающей среды (вода/ почва). - имеют опыт работы в аккредитованной лаборатории от 1 года и выше. - закончили профильное высшее учебное заведение.,от 47 000 руб.
90,Менеджер/Руководитель проектов,https://spb.hh.ru/vacancy/52255553?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО АИС,"Разработка и управление реализацией плана коммуникаций проектной команды. Анализ и оптимизация работы участников проектной команды в ходе реализации проекта. Высшее техническое образование. Опыт ведения проектов в сфере проектирования и разработки прикладного программного обеспечения АСУ ТП, от получения Feed до...",от 100 000 руб.
91,ABAP-разработчик,https://spb.hh.ru/vacancy/37190201?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,"Балтийский лизинг, группа компаний","...на платформе SAP. Создание программ, интерфейсов, отчетов на языке ABAP. Тестирование всех разработок. Анализ ошибок, оптимизация программ. Документальное оформление разработок.Знание технологий написания отчетов: ALV Grid, ALV Tree и ввода данных: Batch-Input, BAPI, LSMW. Опыт написания расширений (User exits...",от 160 000 руб.
92,Email - маркетолог (с навыками копирайтера),https://spb.hh.ru/vacancy/54628183?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Город Инвесторов,"Вы владеете инструментами сбора аудиторий и анализом площадок. - Создавать и контролировать план рассылок. - Создавать и отправлять прогревные, контентные и дожимные...У вас сильные аналитические навыки, вы умеете работать с большими базами данных и с большим потоком рассылок. - Вы понимаете и...",60 000 – 100 000 руб.
93,Интернет маркетолог в туристическую компанию (настройка контекстной и таргетированной рекламы),https://spb.hh.ru/vacancy/54897991?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Авс Трэвел,Подключение средств аналитики трафика и регулярный сбор аналитических данных с целью оптимизации рекламных кампаний. Корректировка рекламных кампаний для достижения оптимального...ОБЯЗАТЕЛЬНО: Большой опыт в настройке контекстной и таргетированной рекламы в сфере услуг (в идеале - в сфере туризма). Глубокое понимание рекламных...,50 000 – 200 000 руб.
94,Junior Backend-разработчик (Python),https://spb.hh.ru/vacancy/54687196?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО ЛИИС Инженерные Решения,"Активно участвовать во всех этапах разработки в составе scrum-команды: от сбора и анализа требований, до написания кода и релизных...Знание фреймворков Flask/ Django (DRF). Опыт работы с SQL базами данных. Знания Git. Опыт работы с Docker, Docker-compose, Celery...",от 50 000 руб.
95,Ведущий программист-разработчик 1С,https://spb.hh.ru/vacancy/54875288?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО АйТи Бизнес Консалтинг,"Разработка, внедрение и поддержка интеграций 1С (УПП.) с другими корпоративными системами. Анализ и оптимизация существующего программного кода, проведение общего...Желательно, знание механизмов и принципов интеграции систем, библиотек стандартных подсистем (1С:БСП), ""Конвертации данных"", системы компоновки данных (1С...",150 000 – 170 000 руб.
96,Менеджер по закупкам промышленных комплектующих и оборудования,https://spb.hh.ru/vacancy/53948609?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО МетКомМаш,Контроль выполнения сроков поставки товаров и условий договоров. Анализ и контроль соответствия поступившего товара заявленному. Заключение контрактов/договоров. Опыт работы в закупках. Высшее образование. Проактивный подход в работе с поставщиками. Инициативность и умение брать ответственность на себя. ,от 50 000 руб.
97,Товарный /Категорийный менеджер,https://spb.hh.ru/vacancy/51283879?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,"ЭТМ, компания","Ценообразование, развитие ассортимента по выделенным товарным группам. Управление уровнем товарных запасов на основе анализа складских запасов, оборачиваемости, прогнозов продаж, борьба...Навыки ведения переговоров, деловой переписки. Уверенный пользователь ПК, в т.ч. Excel (постоянно используется для анализа массивов данных).",до 85 000 руб.
98,Менеджер по логистике и таможенному оформлению,https://spb.hh.ru/vacancy/54928092?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Aventel RUS,"Прогнозирование и контроль транспортной и таможенной ситуации (сезонные особенности перевозок, анализ законодательной базы, касающейся таможенного оформления и логистики). Знание Incoterms2010. Знание специфики импортных и экспортных перевозок генеральных и сборных, а также сухих и наливных грузов (морским, автомобильным...",от 60 000 руб.
99,Инженер-технолог в группу стандартных растворов (ГСР),https://spb.hh.ru/vacancy/54675856?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Алкор Био,"Постановка ИФА (вручную и на автоматическом анализаторе). Обработка данных на ПК, анализ полученных результатов. Оформление технологической документации. Учет, списание сырья...Высшее образование (биотехнологическое, биологическое). Уверенный пользователь ПК (M/Office, Excel, Word). Навыки работы в лаборатории (приветствуется). Знание английского языка (желательно). ",40 000 – 50 000 руб.
100,Специалист по снабжению,https://spb.hh.ru/vacancy/54623773?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Статус,"Работа с поставщиками товаров в сфере строительства (в основном строительные отделочные материалы), анализ коммерческих предложений, поиск и получение наиболее выгодных...В строительную организацию, занимающуюся внутренними отделочными работами (общестрой, электрика, сантехника), требуется специалист в отдел снабжения. Мы готовы рассмотреть кандидатов без...",от 80 000 руб.
101,Программист 1С,https://spb.hh.ru/vacancy/53331656?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,NOVA GROUP,"Разработка новых функциональных модулей, отчетов и обработок для комплексной автоматизации деятельности организации на базе 1С:УПП(в ближайший год......сторонними источниками данных (знание технологий обмена OLE, COM, XML, http-сервисы). Понимание чужого кода. Способность к самостоятельному анализу проблем и...",от 150 000 руб.
102,Инженер-технолог в отдел подготовки производства,https://spb.hh.ru/vacancy/54817487?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Эмпериум,"Расчет основных и вспомогательных материалов (лимитно-заборных карт, материальных ведомостей, и т.п.). Анализ технологической документации проектов судовых конструкций и...Опыт работы 1-3 года в направлении судовых систем и механизмов бонус знание достроечных работ и МСЧ. Образование техническое (предпочтительно...",от 55 000 руб.
103,Оператор отдела контроля качества автозапчастей,https://spb.hh.ru/vacancy/54311289?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Авто-Компонент ТД,"Взаимодействие с клиентами, поставщиками, сотрудниками смежных отделов. Анализ статистических данных по претензиям от клиентов. Составление и предоставления ежемесячных отчетов о...Уверенный пользователь MS Office, WMS. Опыт работы на складе категории ""А"" в WMS будет вашим преимуществом. Знания в области складской...",до 45 000 руб.
104,Инженер Группы оперативного контроля Отдела телематики,https://spb.hh.ru/vacancy/52680565?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,СПб ГУП «АТС Смольного»,"Взаимодействие со структурными подразделениями Предприятия с целью уточнения функциональных показателей работы сети. Анализ оперативной информации о запланированных и аварийных работах......6ологий, правила работы с различными информационными системами и базами данных, принцип работы с командным интерфейсом (CLI) оборудования различных производителей...",52 500 – 82 000 руб.
105,Руководитель отдела по работе с клиентами,https://spb.hh.ru/vacancy/54817968?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО С-Вита,"Определение и введение метрик сервиса работы с клиентами. Сбор данных, анализ; формирование предложений по оптимизации процессов работы с клиентами. Отчётность. Имеете навык формирования команды: управление, мотивация, развитие. Имеете опыт по выстраиванию долгосрочных отношений с клиентами. Грамотно говорите и пишите.",от 100 000 руб.
106,PHP/Go Backend Developer,https://spb.hh.ru/vacancy/54133938?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Где мои дети,"Точная геолокация, анализ активности ребёнка и контроль окружения ребенка для того, чтобы помочь родителям обеспечивать безопасность детей. Аналитика использования приложений...Хорошее знание SQL, умение проектировать базы данных, опыт работы с MySQL / PostgreSQL. Опыт разработки на PHP или умение быстро разбираться...",до 300 000 руб.
107,Менеджер делопроизводства,https://spb.hh.ru/vacancy/54664292?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Веселый Водовоз,"Анализ актов-сверки, УПД и другой документации по сделанным заказам на предмет расхождений. Своевременное предоставление отчетности коллегам. Ведение деловой переписки...Опытный пользователь ПК (Word, Exсel). Желание глубоко разбираться в рабочих процессах. Опыт работы не обязателен. Грамотная письменная речь, навыки деловой...",35 000 – 35 000 руб.
108,Инженер по внедрению / Инженер встраиваемых систем,https://spb.hh.ru/vacancy/54498612?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,РОССИННО,"Программирование промышленных контроллеров, микроконтроллеров. Общение с клиентами по технологическим вопросам. Анализ функциональных требований в проектах. Подготовка внедрений и осуществление в......modbus, SNMP, MQTT. Опыт работы и понимание Prometheus, Zabbix. Знание Ассемблера. Опыт работы с контейнерами. Знание алгоритмов и структур данных.",75 000 – 120 000 руб.
109,Администратор BASIS,https://spb.hh.ru/vacancy/47105092?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Сэтл Строй,"Администрирование операционных систем Linux и Windows. Администрирование систем управления базами данных HANA и Sybase. Администрирование систем SAP – S/4hanaFiori...Опыт настройки SAP SolutionManager. Знание операционных систем Linux, Windows. Опыт работы с базами данных HANA, Sybase. Уровень английского: чтение технической...",от 160 000 руб.
110,Ассистент руководителя,https://spb.hh.ru/vacancy/54901246?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,LINES,"Ведение документооборота. Актуализация соискателей в amoCRM. Актуализация проектного графика команды. Организация стартов проектов команды. Контроль отчетов команды. Помощь проджекту в...Внимание к деталям. Системность. Аналитические навыки: поиск, анализ и структурирование данных. Умение вовремя и эффективно выполнять задачи. Навыки работы с...",40 000 – 40 000 руб.
111,Помощник руководителя / Персональный ассистент в офис,https://spb.hh.ru/vacancy/51409341?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,NewGen Vision,"Проведение ресёрчей по запросам руководителя. Офис-менеджмент. Согласование и формирование плана рабочего дня. Организация, подготовка и координация встреч, переговоров, поездок...Развитые коммуникативные навыки. Грамотная письменная и устная речь. Эмоциональный интеллект. Выраженная способность к самоорганизации.",35 000 – 50 000 руб.
112,Системный архитектор Управления системного инжиниринга (заместитель начальника управления),https://spb.hh.ru/vacancy/54049484?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Газпром межрегионгаз инжиниринг,Анализ и согласование технических заданий предлагаемых решений на предмет интегрируемости в текущую архитектуру. Анализ безопасности и производительности систем компании. Высшее образование. Опыт работы в сфере информационных технологий от 5 лет. Опыт работы с аппаратной базой инфраструктуры ЦОД. ,от 180 000 руб.
113,Ведущий программист,https://spb.hh.ru/vacancy/53858639?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Адвент НПП,"Анализ технических заданий и технических требований на разработку программного обеспечения. Участие в разработке архитектуры программного обеспечения. Написание исходных текстов программ...Знание базовых алгоритмов и структур данных. Знание и умение применять на практике ООП. Уверенные знания С11, STL. ",от 150 000 руб.
114,Менеджер по рекламе,https://spb.hh.ru/vacancy/54250749?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО ГРЕВС,"сети, иное). Анализ рынка конкурентов. Анализ портрета имеющихся клиентов. Изучает потребности покупателей (рынка сбыта). Работает с сайтом: обеспечивает информационное (рекламные...Образование высшее (желательно маркетинг, реклама и PR). Опыт работы в сфере рекламы от 5 лет. Знание рынка рекламных услуг; знание...",60 000 – 80 000 руб.
115,Менеджер проекта (проектирование автомобильных дорог),https://spb.hh.ru/vacancy/54822798?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,АО Институт Трансэкопроект,"Поквартальное и годовое планирование выполнения работ по объектам. Занесения данных по плановым доходам и расходам по текущим договорам. Высшее инженерно-техническое образование по специальности - инженер путей сообщения по направлению «Автомобильные дороги». Владение Microsoft Office, AutoCad (на уровне «уверенного...",от 80 000 руб.
116,"Менеджер по международным продажам / IT, консалтинг",https://spb.hh.ru/vacancy/54887168?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Dsight,"Исследования рынка – исследования технологических отраслей. API \ подписка – на базу данных венчурного рынка app.dsight.org. Руководители по инновациям, аналитике, стратегии крупных компаний. Клиентский менеджер из консалтинга или аналитики (с навыками проактивных продаж). От 2 лет в B2B продажах.",от 150 000 руб.
117,Системный администратор/Специалист IT отдела,https://spb.hh.ru/vacancy/54838009?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Адвент НПП,"Составление плана модернизации оборудования и контроль за его исполнением. Составление плана обновления программного обеспечения. И контроль за его исполнением. Анализ...Опыт в организации систем хранения данных, NAS, RAID. Глубокие знания аппаратной и программной частей серверного оборудования. Понимание сетевых служб и...",от 75 000 руб.
118,Бухгалтер по начислению квартплаты (по расчету ЖКУ),https://spb.hh.ru/vacancy/54812543?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,"Пионер, Группа компаний","...данных по приборам учета, практическое применение нормативных актов и постановлений законодательства. Консультирование жителей, разъяснение начислений, подготовка справок. Сверка тарифов, анализ...Высшее или среднее специальное образование. Опыт работы в сфере ЖКХ от 2 лет на аналогичной должности. Понимание ценообразования на услуги...",от 60 000 руб.
119,HR менеджер,https://spb.hh.ru/vacancy/54379702?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО ЭДГОУ,"Первичное интервью с кандидатом (очно, скайп, зум), анализ кандидата и предоставление данных руководителю отдела. -Тестовые задания для кандидатов (контроль исполнения). -Опыт работы в сфере подбора персонала, опыт работы в сфере IT - будет огромным преимуществом. -Знание методик анализа кандидатов также будет...",от 80 000 руб.
120,Senior Linux Engineer / DevOps,https://spb.hh.ru/vacancy/54622969?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,РОССИННО,"Работы по внедрению и настройке SAYMON. Общение с клиентами по технологическим вопросам. Анализ функциональных требований в проектах. Подготовка внедрений и...Знание и умение крутить СУБД. Опыт работы и понимание Prometheus, Zabbix. Знание алгоритмов и структур данных. Знание английского языка.",150 000 – 250 000 руб.
121,Старший бухгалтер,https://spb.hh.ru/vacancy/54843114?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО ПКФ Петро-Васт,"Учет ТМЦ (хозтовары, запчасти, топливо, спецодежда, оборудование). Учет основных средств. Учет операций по договорам лизинга. Учет операций по хозяйственным договорам. Знание бухгалтерского и налогового учета, обычаев делового оборота. Знание современных методик анализа больших объемов данных. Уверенное владение ПК (Microsoft Office...",от 80 000 руб.
122,BIM-менеджер/BIM- координатор,https://spb.hh.ru/vacancy/52873909?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Сигни Консалт,"1. Работа с BIM моделями, анализ, проверка. 2. Разработка правил проверки качества информационных моделей. 3. Осуществление проверок информационных моделей. 4. Опыт работы от 3 лет1. Образование: высшее, профильное. 2. Опыт работы: от 1 года. 3. Навыки работы в BIM...",от 90 000 руб.
123,Помощник юриста,https://spb.hh.ru/vacancy/54663339?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Коллегия Юристов,"Разбор и сканирование документов. Сбор документов, заполнение базы данных. Подготовка публикации в ЕФРСБ и газете Коммерсантъ. Подготовка запросов арбитражного управляющего...Личные качества: ответственность, исполнительность, нацеленность на результат. Хорошие навыки коммуникации. Внимательность при анализе документов, отличная память. Возможность сфокусированной работы в...",35 000 – 50 000 руб.
124,Инженер АСУ ТП,https://spb.hh.ru/vacancy/54468778?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО ВЭПС,"Разработка алгоритмов управления тех. процессами. Заказ оборудования у поставщиков. Подготовка данных для проектной документации по разделу АТХ, разработка разделов АТХ...Техническое образование (среднее профессиональное /высшее). Знание английского языка будет являться преимуществом. Знание элементной базы контроллеров Siemens. Опыт использования Step7...",до 150 000 руб.
125,Офис-менеджер / Ассистент,https://spb.hh.ru/vacancy/54241568?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Ай Лайн,"Оформление первичных бухгалтерских документов. Ведение переписки и телефонных переговоров. Поиск информации и подробный анализ данных, товаров и услуг по поручению...Уверенный пользователь ПК. Ответственность/надежность. Самостоятельность. Коммуникабельность и грамотная речь.",от 40 000 руб.
126,Менеджер по продажам,https://spb.hh.ru/vacancy/53491100?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Эпл Эпл,Тестировать различные модели ноутбуков и их комплектующие. Выкупать ноутбуки на выделенные средства компании. Заводить данные в систему.Преимуществом будет опыт работы в сервисных компаниях по ремонту компьютеров; опыт в продаже компьютерной техники; опыт тестирования и оценки техники. ,от 70 000 руб.
127,Senior .Net Backend Developer,https://spb.hh.ru/vacancy/54002752?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Проект,"Принимать участие в анализе функциональных требований и их реализации. Расширять архитектуру баз данных. Работа с различными хранилищами данных, в основном...Понимание принципов проектирования многопоточных веб-приложений, включая отказоустойчивость, безопасность и производительность. Опыт проектирования базы данных. Опыт работы с .Net 6.",200 000 – 300 000 руб.
128,Менеджер по продажам,https://spb.hh.ru/vacancy/54838423?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО АэроТрансТехника,"ведения БД в CRM системах - систематизация и актуализация данных по клиентам. - комплексная поддержка ключевых клиентов, развитие послепродажного бизнеса в рамках...Опыт в аэродромном направлении будет преимуществом! - Опыт участия в тендерных процедурах. - английский язык - не ниже Upper intermediate. - опытный пользователь ПК...",от 100 000 руб.
129,Юрист,https://spb.hh.ru/vacancy/54258085?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Полома Менеджмент,"...проверка и правовой анализ текста и условий). Работа с информационной базой: внесение информации о договорах, проверка правильности данных контрагентов. Высшее юридическое образование. Опыт работы от 1 года. Знание гражданского, процессуального, договорного законодательства; умение ориентироваться в различных отраслях права. ",от 45 000 руб.
130,Руководитель хаски-центра,https://spb.hh.ru/vacancy/54517248?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Центр Арктического туризма Грумант,"...новых товаров, изучение спроса, участие в разработке макетов и т.д.). Сбор и анализ отзывов от гостей и компаний-партнеров.Компьютерная грамотность, опыт работы с облачными сервисами, в социальных сетях, мессенджерах, почтовых сервисах, с текстовыми редакторами и таблицами данных. ",100 000 – 140 000 руб.
131,"Менеджер по продажам в Санкт-Петербурге (завод производитель, в т.ч. входящие звонки и база)",https://spb.hh.ru/vacancy/53363749?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО Завод-Ленсвет,"Звонки клиентам из различных сфер, огромный рынок потребления. Получение технического задания, личные встречи, разработка коммерческих предложений. Работа с текущей базой...Понимание рынка, услуги, товара, и наличие опыта в части процесса заключения подобных сделок, в рамках конкретных объектов. Работа с текущей...",50 000 – 500 000 руб.
132,Менеджер по продажам,https://spb.hh.ru/vacancy/52590013?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,"ООО Пигмент, ХК","Подготовка коммерческих предложений, проведение переговоров, заключение договоров. Анализ рынка, мониторинг конкурентной среды. Контроль оплаты по договорам. Консультирование клиентов по продукции...Высшее химическое/экономическое образование. Опыт работы от 1 года . Обязательный опыт работы в продажах антикоррозионных судовых ЛКМ , порошковых красок . ",до 60 000 руб.
133,"Руководитель склада универмага ""Дом Мод""",https://spb.hh.ru/vacancy/54899368?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,Иридато,...IT-специалистами в части поддержания работоспособности систем сбора и учета данных. Поддержание стандартов размещения товара на складах. Поддержание стандартов подготовки...Опыт работы кладовщиком/товароведом от 2 лет в магазинах с широкой товарной матрицей. Развитые навыки ведения товарного учета в 1...,от 60 000 руб.
134,Стажер в отдел жилой недвижимости,https://spb.hh.ru/vacancy/48316183?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D0%B0%D0%BD%D0%B0%D0%BB%D0%B8%D0%B7%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85,ООО АРИН,"Изучение и анализ рынка. Проведение переговоров и показов. Осуществление сделок. Реклама объектов недвижимости во всех СМИ и электронных базах данных...Вы – человек со здоровыми амбициями, мобильный, активный, легкообучаемый и позитивно настроенный. Знание ПК на уровне пользователя, грамотная речь, умение работать...",30 000 – 70 000 руб.
